timestamp,device_id,state,cpu_load,memory_usage,temperature,battery,network_latency,fault_type,anomaly
2026-09-20 10:30:52,DT-001,NORMAL,32.19,35.34,40.24,99.42,22.99,NORMAL,0
2026-09-20 10:30:53,DT-001,NORMAL,30.83,37.41,40.66,99.42,22.45,NORMAL,0
2026-09-20 10:30:54,DT-001,NORMAL,29.79,39.36,40.46,99.41,24.84,NORMAL,0
2026-09-20 10:30:55,DT-001,NORMAL,30.04,39.11,39.96,99.41,25.74,NORMAL,0
2026-09-20 10:30:56,DT-001,NORMAL,31.44,38.13,40.04,99.4,24.83,NORMAL,0
2026-09-20 10:30:57,DT-001,NORMAL,29.25,40.02,40.19,99.4,22.5,NORMAL,0
2026-09-20 10:30:58,DT-001,NORMAL,29.61,38.56,40.88,99.39,22.04,NORMAL,0
2026-09-20 10:30:59,DT-001,NORMAL,31.44,38.69,41.11,99.38,20.62,NORMAL,0
2026-09-20 10:31:00,DT-001,NORMAL,33.89,37.9,41.07,99.38,22.83,NORMAL,0
2026-09-20 10:31:01,DT-001,NORMAL,35.55,39.42,40.64,99.37,22.09,NORMAL,0
2026-09-20 10:31:02,DT-001,NORMAL,35.04,40.63,40.26,99.37,22.35,NORMAL,0
2026-09-20 10:31:03,DT-001,NORMAL,34.48,39.31,40.29,99.36,22.4,NORMAL,0
2026-09-20 10:31:04,DT-001,NORMAL,33.79,38.73,39.81,99.36,22.54,NORMAL,0
2026-09-20 10:31:05,DT-001,NORMAL,34.9,37.22,40.19,99.35,23.97,NORMAL,0
2026-09-20 10:31:06,DT-001,NORMAL,35.29,38.65,40.86,99.34,21.07,NORMAL,0
2026-09-20 10:31:07,DT-001,NORMAL,35.25,40.12,41.31,99.34,21.11,NORMAL,0
2026-09-20 10:31:08,DT-001,NORMAL,35.93,39.78,41.4,99.34,20.83,NORMAL,0
2026-09-20 10:31:09,DT-001,NORMAL,34.46,40.5,41.48,99.33,22.65,NORMAL,0
2026-09-20 10:31:10,DT-001,NORMAL,33.37,39.79,41.65,99.32,24.4,NORMAL,0
2026-09-20 10:31:11,DT-001,NORMAL,30.7,40.28,42.09,99.31,25.29,NORMAL,0
2026-09-20 10:31:12,DT-001,NORMAL,28.46,40.73,42.42,99.31,25.81,NORMAL,0
2026-09-20 10:31:13,DT-001,NORMAL,26.16,41.73,41.88,99.3,23.31,NORMAL,0
2026-09-20 10:31:14,DT-001,NORMAL,26.9,42.61,41.21,99.3,24.98,NORMAL,0
2026-09-20 10:31:15,DT-001,NORMAL,25.81,43.83,40.58,99.3,23.16,NORMAL,0
2026-09-20 10:31:16,DT-001,NORMAL,23.58,44.55,41.1,99.29,20.99,NORMAL,0
2026-09-20 10:31:17,DT-001,NORMAL,23.39,44.41,41.19,99.29,19.55,NORMAL,0
2026-09-20 10:31:18,DT-001,NORMAL,22.43,43.55,41.05,99.29,19.98,NORMAL,0
2026-09-20 10:31:19,DT-001,NORMAL,25.85,42.46,41.63,99.28,18.76,NORMAL,0
2026-09-20 10:31:20,DT-001,NORMAL,27.26,43.09,40.82,99.27,18.87,NORMAL,0
2026-09-20 10:31:21,DT-001,NORMAL,26.38,43.86,40.89,99.27,19.72,NORMAL,0
2026-09-20 10:31:22,DT-001,NORMAL,27.7,44.27,41.03,99.26,20.44,NORMAL,0
2026-09-20 10:31:23,DT-001,NORMAL,28.72,43.15,40.84,99.26,21.65,NORMAL,0
2026-09-20 10:31:24,DT-001,NORMAL,27.75,43.73,40.29,99.25,21.7,NORMAL,0
2026-09-20 10:31:25,DT-001,NORMAL,28.14,44.85,40.74,99.25,23.28,NORMAL,0
2026-09-20 10:31:26,DT-001,NORMAL,29.98,45.25,40.43,99.25,25.45,NORMAL,0
2026-09-20 10:31:27,DT-001,NORMAL,32.5,46.02,40.71,99.24,27.43,NORMAL,0
2026-09-20 10:31:28,DT-001,NORMAL,31.53,46.46,39.94,99.24,26.44,NORMAL,0
2026-09-20 10:31:29,DT-001,NORMAL,32.3,46.12,40.41,99.23,23.69,NORMAL,0
2026-09-20 10:31:30,DT-001,NORMAL,29.51,46.89,40.46,99.22,21.81,NORMAL,0
2026-09-20 10:31:31,DT-001,NORMAL,31.31,47.68,40.13,99.21,19.69,NORMAL,0
2026-09-20 10:31:32,DT-001,NORMAL,30.12,46.88,39.53,99.2,17.75,NORMAL,0
2026-09-20 10:31:33,DT-001,NORMAL,31.03,47.07,40.22,99.2,19.28,NORMAL,0
2026-09-20 10:31:34,DT-001,NORMAL,30.47,44.92,40.19,99.2,21.79,NORMAL,0
2026-09-20 10:31:35,DT-001,NORMAL,29.72,44.22,40.82,99.19,19.45,NORMAL,0
2026-09-20 10:31:36,DT-001,NORMAL,29.99,45.52,40.53,99.18,17.83,NORMAL,0
2026-09-20 10:31:37,DT-001,NORMAL,31.87,44.81,40.71,99.18,18.57,NORMAL,0
2026-09-20 10:31:38,DT-001,FAULT,38.39,45.36,90.9,99.17,19.01,HIGH_TEMPERATURE,1
2026-09-20 10:31:39,DT-001,FAULT,41.04,45.81,99.65,99.16,17.9,HIGH_TEMPERATURE,1
2026-09-20 10:31:40,DT-001,FAULT,44.1,46.3,85.88,99.15,16.13,HIGH_TEMPERATURE,1
2026-09-20 10:31:41,DT-001,FAULT,43.49,43.93,80.5,99.15,16.09,HIGH_TEMPERATURE,1
2026-09-20 10:31:42,DT-001,FAULT,45.49,43.04,91.53,99.15,14.97,HIGH_TEMPERATURE,1
2026-09-20 10:31:43,DT-001,FAULT,50.39,43.31,99.97,99.14,12.94,HIGH_TEMPERATURE,1
2026-09-20 10:31:44,DT-001,FAULT,48.69,41.57,85.09,99.14,15.81,HIGH_TEMPERATURE,1
2026-09-20 10:31:45,DT-001,FAULT,46.28,41.86,91.14,99.13,15.58,HIGH_TEMPERATURE,1
2026-09-20 10:31:46,DT-001,FAULT,47.44,41.42,97.31,99.13,16.86,HIGH_TEMPERATURE,1
2026-09-20 10:31:47,DT-001,FAULT,51.32,41.03,86.77,99.12,18.94,HIGH_TEMPERATURE,1
2026-09-20 10:31:48,DT-001,FAULT,48.63,40.25,88.43,99.12,20.06,HIGH_TEMPERATURE,1
2026-09-20 10:31:49,DT-001,FAULT,49.31,39.98,79.32,99.11,18.05,HIGH_TEMPERATURE,1
2026-09-20 10:31:50,DT-001,NORMAL,48.3,39.66,75.93,99.1,17.83,NORMAL,0
2026-09-20 10:31:51,DT-001,NORMAL,44.05,38.93,72.06,99.1,18.09,NORMAL,0
2026-09-20 10:31:52,DT-001,NORMAL,42.54,40.29,68.64,99.1,16.2,NORMAL,0
2026-09-20 10:31:53,DT-001,NORMAL,39.81,40.0,65.86,99.09,17.24,NORMAL,0
2026-09-20 10:31:54,DT-001,NORMAL,39.14,40.39,63.51,99.08,14.97,NORMAL,0
2026-09-20 10:31:55,DT-001,NORMAL,39.64,41.87,60.94,99.08,13.55,NORMAL,0
2026-09-20 10:31:56,DT-001,NORMAL,36.35,42.55,59.53,99.08,14.36,NORMAL,0
2026-09-20 10:31:57,DT-001,NORMAL,35.47,41.06,57.3,99.07,17.3,NORMAL,0
2026-09-20 10:31:58,DT-001,NORMAL,36.99,39.72,55.94,99.07,15.31,NORMAL,0
2026-09-20 10:31:59,DT-001,NORMAL,35.88,40.13,54.22,99.07,15.85,NORMAL,0
2026-09-20 10:32:00,DT-001,NORMAL,33.19,40.76,52.93,99.07,15.23,NORMAL,0
2026-09-20 10:32:01,DT-001,NORMAL,35.49,39.08,51.21,99.06,17.15,NORMAL,0
2026-09-20 10:32:02,DT-001,NORMAL,33.8,37.81,50.09,99.05,15.43,NORMAL,0
2026-09-20 10:32:03,DT-001,NORMAL,31.96,38.24,49.32,99.05,15.33,NORMAL,0
2026-09-20 10:32:04,DT-001,NORMAL,31.42,38.27,47.78,99.05,15.42,NORMAL,0
2026-09-20 10:32:05,DT-001,NORMAL,32.04,37.68,46.87,99.04,14.11,NORMAL,0
2026-09-20 10:32:06,DT-001,NORMAL,31.62,38.6,45.98,99.03,12.57,NORMAL,0
2026-09-20 10:32:07,DT-001,NORMAL,30.92,37.22,45.92,99.02,11.81,NORMAL,0
2026-09-20 10:32:08,DT-001,NORMAL,28.54,37.98,45.37,99.02,14.12,NORMAL,0
2026-09-20 10:32:09,DT-001,NORMAL,31.16,38.7,44.32,99.02,13.39,NORMAL,0
2026-09-20 10:32:10,DT-001,NORMAL,29.17,39.77,43.28,99.01,14.74,NORMAL,0
2026-09-20 10:32:11,DT-001,NORMAL,29.6,40.08,43.21,99.0,16.04,NORMAL,0
2026-09-20 10:32:12,DT-001,NORMAL,28.68,41.76,42.63,99.0,16.27,NORMAL,0
2026-09-20 10:32:13,DT-001,NORMAL,30.41,41.92,42.15,99.0,16.43,NORMAL,0
2026-09-20 10:32:14,DT-001,NORMAL,29.66,40.96,42.14,98.99,14.58,NORMAL,0
2026-09-20 10:32:15,DT-001,NORMAL,29.07,41.15,42.58,98.98,12.64,NORMAL,0
2026-09-20 10:32:16,DT-001,NORMAL,29.55,39.91,42.48,98.98,15.85,NORMAL,0
2026-09-20 10:32:17,DT-001,NORMAL,31.28,41.14,42.92,98.98,17.05,NORMAL,0
2026-09-20 10:32:18,DT-001,NORMAL,32.27,42.79,42.67,98.97,16.61,NORMAL,0
2026-09-20 10:32:19,DT-001,NORMAL,31.44,43.5,42.66,98.97,17.66,NORMAL,0
2026-09-20 10:32:20,DT-001,NORMAL,30.37,43.36,42.23,98.97,19.79,NORMAL,0
2026-09-20 10:32:21,DT-001,NORMAL,30.89,41.76,41.4,98.96,22.06,NORMAL,0
2026-09-20 10:32:22,DT-001,NORMAL,31.64,42.17,40.73,98.95,19.61,NORMAL,0
2026-09-20 10:32:23,DT-001,NORMAL,32.25,41.34,40.12,98.95,22.07,NORMAL,0
2026-09-20 10:32:24,DT-001,NORMAL,34.26,39.74,40.35,98.94,19.26,NORMAL,0
2026-09-20 10:32:25,DT-001,NORMAL,36.27,39.2,40.7,98.94,22.03,NORMAL,0
2026-09-20 10:32:26,DT-001,NORMAL,34.54,40.31,40.64,98.93,23.12,NORMAL,0
2026-09-20 10:32:27,DT-001,NORMAL,34.96,41.64,40.75,98.93,20.94,NORMAL,0
2026-09-20 10:32:28,DT-001,NORMAL,35.5,41.92,41.25,98.92,18.38,NORMAL,0
2026-09-20 10:32:29,DT-001,NORMAL,36.14,43.42,41.29,98.91,20.08,NORMAL,0
2026-09-20 10:32:30,DT-001,NORMAL,34.12,44.75,41.57,98.9,18.42,NORMAL,0
2026-09-20 10:32:31,DT-001,NORMAL,34.09,44.07,41.8,98.9,18.59,NORMAL,0
2026-09-20 10:32:32,DT-001,NORMAL,31.85,42.58,41.77,98.89,16.31,NORMAL,0
2026-09-20 10:32:33,DT-001,NORMAL,30.97,43.88,41.9,98.88,14.65,NORMAL,0
2026-09-20 10:32:34,DT-001,NORMAL,29.04,43.31,41.73,98.87,12.98,NORMAL,0
2026-09-20 10:32:35,DT-001,NORMAL,30.85,44.37,42.17,98.87,13.13,NORMAL,0
2026-09-20 10:32:36,DT-001,NORMAL,30.15,42.42,41.56,98.87,11.65,NORMAL,0
2026-09-20 10:32:37,DT-001,NORMAL,29.24,40.91,40.74,98.86,12.34,NORMAL,0
2026-09-20 10:32:38,DT-001,NORMAL,30.72,40.7,40.83,98.85,10.5,NORMAL,0
2026-09-20 10:32:39,DT-001,NORMAL,28.75,42.22,40.9,98.84,12.95,NORMAL,0
2026-09-20 10:32:40,DT-001,NORMAL,26.83,41.06,41.01,98.84,11.29,NORMAL,0
2026-09-20 10:32:41,DT-001,NORMAL,27.15,41.08,41.1,98.83,13.34,NORMAL,0
2026-09-20 10:32:42,DT-001,NORMAL,24.74,40.44,41.09,98.83,14.92,NORMAL,0
2026-09-20 10:32:43,DT-001,NORMAL,24.52,42.03,41.05,98.82,15.47,NORMAL,0
2026-09-20 10:32:44,DT-001,FAULT,25.8,43.56,40.59,98.82,251.02,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:45,DT-001,FAULT,27.48,43.66,40.92,98.81,136.85,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:46,DT-001,FAULT,27.98,44.43,40.36,98.81,384.25,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:47,DT-001,FAULT,28.89,45.11,39.7,98.8,231.51,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:48,DT-001,FAULT,26.54,43.51,39.07,98.79,495.87,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:49,DT-001,FAULT,27.12,42.27,39.52,98.79,416.72,HIGH_NETWORK_LATENCY,1
2026-09-20 10:32:50,DT-001,NORMAL,26.5,40.69,39.38,98.78,378.36,NORMAL,0
2026-09-20 10:32:51,DT-001,NORMAL,26.24,42.33,39.44,98.77,344.82,NORMAL,0
2026-09-20 10:32:52,DT-001,NORMAL,28.24,42.91,38.89,98.77,314.08,NORMAL,0
2026-09-20 10:32:53,DT-001,NORMAL,27.45,41.11,39.23,98.76,285.22,NORMAL,0
2026-09-20 10:32:54,DT-001,NORMAL,28.73,40.47,38.65,98.76,257.9,NORMAL,0
2026-09-20 10:32:55,DT-001,NORMAL,27.64,42.15,39.43,98.76,234.86,NORMAL,0
2026-09-20 10:32:56,DT-001,NORMAL,29.5,42.58,40.14,98.75,213.95,NORMAL,0
2026-09-20 10:32:57,DT-001,NORMAL,27.04,40.76,40.53,98.75,193.92,NORMAL,0
2026-09-20 10:32:58,DT-001,NORMAL,27.9,41.33,41.12,98.75,177.95,NORMAL,0
2026-09-20 10:32:59,DT-001,NORMAL,28.27,40.83,41.22,98.74,160.07,NORMAL,0
2026-09-20 10:33:00,DT-001,NORMAL,28.44,40.34,41.19,98.74,144.77,NORMAL,0
2026-09-20 10:33:01,DT-001,NORMAL,31.28,39.54,41.67,98.74,130.25,NORMAL,0
2026-09-20 10:33:02,DT-001,NORMAL,30.89,41.02,41.42,98.74,120.21,NORMAL,0
2026-09-20 10:33:03,DT-001,NORMAL,29.83,40.37,40.66,98.73,112.3,NORMAL,0
2026-09-20 10:33:04,DT-001,NORMAL,30.99,41.87,40.79,98.72,103.12,NORMAL,0
2026-09-20 10:33:05,DT-001,NORMAL,29.27,40.38,41.13,98.72,95.1,NORMAL,0
2026-09-20 10:33:06,DT-001,NORMAL,30.99,40.53,41.18,98.72,86.56,NORMAL,0
2026-09-20 10:33:07,DT-001,NORMAL,32.07,40.57,41.45,98.71,77.6,NORMAL,0
2026-09-20 10:33:08,DT-001,NORMAL,32.63,40.33,41.56,98.71,73.88,NORMAL,0
2026-09-20 10:33:09,DT-001,NORMAL,33.12,39.15,42.08,98.7,70.71,NORMAL,0
2026-09-20 10:33:10,DT-001,NORMAL,30.78,37.99,41.39,98.7,66.77,NORMAL,0
2026-09-20 10:33:11,DT-001,NORMAL,33.08,39.61,41.75,98.7,62.82,NORMAL,0
2026-09-20 10:33:12,DT-001,NORMAL,30.75,38.94,41.62,98.69,56.75,NORMAL,0
2026-09-20 10:33:13,DT-001,NORMAL,28.81,39.62,41.77,98.69,54.93,NORMAL,0
2026-09-20 10:33:14,DT-001,NORMAL,30.68,37.96,40.94,98.68,51.85,NORMAL,0
2026-09-20 10:33:15,DT-001,NORMAL,32.06,37.86,41.05,98.68,49.35,NORMAL,0
